augmentation_method,idx,Gloss level Korean Sign Language (GKSL) sentence,Word level Korean Language (WKL) sentence
BR,2924,나무 빽빽하다 다음 곳 저기 차내리다,숲 지나서 내려주세요.
BR,2925,조금 다음 곳 저기 차내리다,조금 지나서 내려주세요.
BR,2926,나무 빽빽하다 다음 곳 저기 도착 내리다,숲 지나서 내려주세요.
BR,2927,조금 다음 곳 저기 도착 내리다,조금 지나서 내려주세요.
BR,2928,나무 빽빽하다 다음 곳 저기 도착 내리다,숲 지나서 내려주세요.
BR,2929,조금 다음 곳 저기 도착 내리다,조금 지나서 내려주세요.
BR,2930,나무 빽빽하다 다음 곳 저기 도착 차내리다,숲 지나서 내려주세요.
BR,2931,조금 다음 곳 저기 도착 차내리다,조금 지나서 내려주세요.
BR,2932,나무 빽빽하다 다음 곳 저기 도착 차내리다,숲 지나서 내려주세요.
BR,2933,조금 다음 곳 저기 도착 차내리다,조금 지나서 내려주세요.
BR,2934,나무 빽빽하다 곳 다음 보다 내리다,숲 지나서 내려주세요.
BR,2935,조금 곳 다음 보다 내리다,조금 지나서 내려주세요.
BR,2936,나무 빽빽하다 곳 다음 보다 내리다,숲 지나서 내려주세요.
BR,2937,조금 곳 다음 보다 내리다,조금 지나서 내려주세요.
BR,2938,나무 빽빽하다 곳 다음 보다 차내리다,숲 지나서 내려주세요.
BR,2939,조금 곳 다음 보다 차내리다,조금 지나서 내려주세요.
BR,2940,나무 빽빽하다 곳 다음 보다 차내리다,숲 지나서 내려주세요.
BR,2941,조금 곳 다음 보다 차내리다,조금 지나서 내려주세요.
BR,2942,나무 빽빽하다 다음 곳 보다 차내리다,숲 지나서 내려주세요.
BR,2943,조금 다음 곳 보다 차내리다,조금 지나서 내려주세요.
BR,2944,나무 빽빽하다 다음 곳 보다 내리다,숲 지나서 내려주세요.
BR,2945,조금 다음 곳 보다 내리다,조금 지나서 내려주세요.
BR,2946,나무 빽빽하다 다음 곳 보다 차내리다,숲 지나서 내려주세요.
BR,2947,조금 다음 곳 보다 차내리다,조금 지나서 내려주세요.
BR,2948,나무 빽빽하다 다음 곳 보다 차내리다,숲 지나서 내려주세요.
BR,2949,조금 다음 곳 보다 차내리다,조금 지나서 내려주세요.
BR,2950,나무 빽빽하다 곳 다음 보다 도착 내리다,숲 지나서 내려주세요.
BR,2951,조금 곳 다음 보다 도착 내리다,조금 지나서 내려주세요.
BR,2952,나무 빽빽하다 곳 다음 보다 도착 내리다,숲 지나서 내려주세요.
BR,2953,조금 곳 다음 보다 도착 내리다,조금 지나서 내려주세요.
BR,2954,기차 곳,역 승강장은 어디에 있나요?
BR,2955,상세,상세 승강장은 어디에 있나요?
BR,2956,비 오다 기다리다 되다,비가 오기를 기다려야 한다
BR,2957,집 배달 오다 기다리다 되다,택배가 오기를 기다려야 한다
BR,2958,스파이 오다 기다리다 되다,스파이가 오기를 기다려야 한다
BR,2959,친구 오다 기다리다 되다,친구가 오기를 기다려야 한다
BR,2960,차 타다 여러분 안내 대하여 전하다,차에 타신 승객 여러분께 안내 말씀 드리겠습니다
BR,2961,차 여러 가지 타다 여러분 안내 대하여 전하다,차량에 타신 승객 여러분께 안내 말씀 드리겠습니다
BR,2962,T 승용차 타다 여러분 안내 대하여 전하다,택시에 타신 승객 여러분께 안내 말씀 드리겠습니다
BR,2963,기차 타다 여러분 안내 대하여 전하다,기차에 타신 승객 여러분께 안내 말씀 드리겠습니다
BR,2964,비행기 타다 여러분 안내 대하여 전하다,비행기에 타신 승객 여러분께 안내 말씀 드리겠습니다
BR,2965,셔틀버스 타다 여러분 안내 대하여 전하다,셔틀버스에 타신 승객 여러분께 안내 말씀 드리겠습니다
BR,2966,마지막 기차 타다 여러분 안내 대하여 전하다,막차에 타신 승객 여러분께 안내 말씀 드리겠습니다
BR,2967,남 지역 전 저기 곳 저기,남부정류장 못가서 내려주세요.
BR,2968,북 부 전 저기 곳 저기,북부정류장 못가서 내려주세요.
BR,2969,중앙 전 저기 곳 저기,중앙정류장 못가서 내려주세요.
BR,2970,중 사이 전 저기 곳 저기,중간정류장 못가서 내려주세요.
BR,2971,시내 버스 전 저기 곳 저기,시내버스정류장 못가서 내려주세요.
BR,2972,T 승용차 전 저기 곳 저기,택시정류장 못가서 내려주세요.
BR,2973,도시 가운데 전 저기 곳 저기,시내정류장 못가서 내려주세요.
BR,2974,고속버스 전 저기 곳 저기,고속버스정류장 못가서 내려주세요.
BR,2975,남 지역 전 곳 저기 내리다,남부정류장 못가서 내려주세요.
BR,2976,북 부 전 곳 저기 내리다,북부정류장 못가서 내려주세요.
BR,2977,중앙 전 곳 저기 내리다,중앙정류장 못가서 내려주세요.
BR,2978,중 사이 전 곳 저기 내리다,중간정류장 못가서 내려주세요.
BR,2979,시내 버스 전 곳 저기 내리다,시내버스정류장 못가서 내려주세요.
BR,2980,T 승용차 전 곳 저기 내리다,택시정류장 못가서 내려주세요.
BR,2981,도시 가운데 전 곳 저기 내리다,시내정류장 못가서 내려주세요.
BR,2982,고속버스 전 곳 저기 내리다,고속버스정류장 못가서 내려주세요.
BR,2983,남 지역 전 곳 저기 내리다,남부정류장 못가서 내려주세요.
BR,2984,북 부 전 곳 저기 내리다,북부정류장 못가서 내려주세요.
BR,2985,중앙 전 곳 저기 내리다,중앙정류장 못가서 내려주세요.
BR,2986,중 사이 전 곳 저기 내리다,중간정류장 못가서 내려주세요.
BR,2987,시내 버스 전 곳 저기 내리다,시내버스정류장 못가서 내려주세요.
BR,2988,T 승용차 전 곳 저기 내리다,택시정류장 못가서 내려주세요.
BR,2989,도시 가운데 전 곳 저기 내리다,시내정류장 못가서 내려주세요.
BR,2990,고속버스 전 곳 저기 내리다,고속버스정류장 못가서 내려주세요.
BR,2991,남 지역 전 곳 저기 차내리다,남부정류장 못가서 내려주세요.
BR,2992,북 부 전 곳 저기 차내리다,북부정류장 못가서 내려주세요.
BR,2993,중앙 전 곳 저기 차내리다,중앙정류장 못가서 내려주세요.
BR,2994,중 사이 전 곳 저기 차내리다,중간정류장 못가서 내려주세요.
BR,2995,시내 버스 전 곳 저기 차내리다,시내버스정류장 못가서 내려주세요.
BR,2996,T 승용차 전 곳 저기 차내리다,택시정류장 못가서 내려주세요.
BR,2997,도시 가운데 전 곳 저기 차내리다,시내정류장 못가서 내려주세요.
BR,2998,고속버스 전 곳 저기 차내리다,고속버스정류장 못가서 내려주세요.
BR,2999,남 지역 전 곳 저기 차내리다,남부정류장 못가서 내려주세요.
BR,3000,북 부 전 곳 저기 차내리다,북부정류장 못가서 내려주세요.
BR,3001,중앙 전 곳 저기 차내리다,중앙정류장 못가서 내려주세요.
BR,3002,중 사이 전 곳 저기 차내리다,중간정류장 못가서 내려주세요.
BR,3003,시내 버스 전 곳 저기 차내리다,시내버스정류장 못가서 내려주세요.
BR,3004,T 승용차 전 곳 저기 차내리다,택시정류장 못가서 내려주세요.
BR,3005,도시 가운데 전 곳 저기 차내리다,시내정류장 못가서 내려주세요.
BR,3006,고속버스 전 곳 저기 차내리다,고속버스정류장 못가서 내려주세요.
BR,3007,남 지역 전 곳 저기 도착 내리다,남부정류장 못가서 내려주세요.
BR,3008,북 부 전 곳 저기 도착 내리다,북부정류장 못가서 내려주세요.
BR,3009,중앙 전 곳 저기 도착 내리다,중앙정류장 못가서 내려주세요.
BR,3010,중 사이 전 곳 저기 도착 내리다,중간정류장 못가서 내려주세요.
BR,3011,시내 버스 전 곳 저기 도착 내리다,시내버스정류장 못가서 내려주세요.
BR,3012,T 승용차 전 곳 저기 도착 내리다,택시정류장 못가서 내려주세요.
BR,3013,도시 가운데 전 곳 저기 도착 내리다,시내정류장 못가서 내려주세요.
BR,3014,고속버스 전 곳 저기 도착 내리다,고속버스정류장 못가서 내려주세요.
BR,3015,남 지역 전 곳 저기 도착 내리다,남부정류장 못가서 내려주세요.
BR,3016,북 부 전 곳 저기 도착 내리다,북부정류장 못가서 내려주세요.
BR,3017,중앙 전 곳 저기 도착 내리다,중앙정류장 못가서 내려주세요.
BR,3018,중 사이 전 곳 저기 도착 내리다,중간정류장 못가서 내려주세요.
BR,3019,시내 버스 전 곳 저기 도착 내리다,시내버스정류장 못가서 내려주세요.
BR,3020,T 승용차 전 곳 저기 도착 내리다,택시정류장 못가서 내려주세요.
BR,3021,도시 가운데 전 곳 저기 도착 내리다,시내정류장 못가서 내려주세요.
BR,3022,고속버스 전 곳 저기 도착 내리다,고속버스정류장 못가서 내려주세요.
BR,3023,남 지역 전 곳 저기 도착 차내리다,남부정류장 못가서 내려주세요.
BR,3024,북 부 전 곳 저기 도착 차내리다,북부정류장 못가서 내려주세요.
BR,3025,중앙 전 곳 저기 도착 차내리다,중앙정류장 못가서 내려주세요.
BR,3026,중 사이 전 곳 저기 도착 차내리다,중간정류장 못가서 내려주세요.
BR,3027,시내 버스 전 곳 저기 도착 차내리다,시내버스정류장 못가서 내려주세요.
BR,3028,T 승용차 전 곳 저기 도착 차내리다,택시정류장 못가서 내려주세요.
BR,3029,도시 가운데 전 곳 저기 도착 차내리다,시내정류장 못가서 내려주세요.
BR,3030,고속버스 전 곳 저기 도착 차내리다,고속버스정류장 못가서 내려주세요.
BR,3031,남 지역 전 곳 저기 도착 차내리다,남부정류장 못가서 내려주세요.
BR,3032,북 부 전 곳 저기 도착 차내리다,북부정류장 못가서 내려주세요.
BR,3033,중앙 전 곳 저기 도착 차내리다,중앙정류장 못가서 내려주세요.
BR,3034,중 사이 전 곳 저기 도착 차내리다,중간정류장 못가서 내려주세요.
BR,3035,시내 버스 전 곳 저기 도착 차내리다,시내버스정류장 못가서 내려주세요.
BR,3036,T 승용차 전 곳 저기 도착 차내리다,택시정류장 못가서 내려주세요.
BR,3037,도시 가운데 전 곳 저기 도착 차내리다,시내정류장 못가서 내려주세요.
BR,3038,고속버스 전 곳 저기 도착 차내리다,고속버스정류장 못가서 내려주세요.
BR,3039,남 지역 곳 전 보다 내리다,남부정류장 못가서 내려주세요.
BR,3040,북 부 곳 전 보다 내리다,북부정류장 못가서 내려주세요.
BR,3041,중앙 곳 전 보다 내리다,중앙정류장 못가서 내려주세요.
BR,3042,중 사이 곳 전 보다 내리다,중간정류장 못가서 내려주세요.
BR,3043,시내 버스 곳 전 보다 내리다,시내버스정류장 못가서 내려주세요.
BR,3044,T 승용차 곳 전 보다 내리다,택시정류장 못가서 내려주세요.
BR,3045,도시 가운데 곳 전 보다 내리다,시내정류장 못가서 내려주세요.
BR,3046,고속버스 곳 전 보다 내리다,고속버스정류장 못가서 내려주세요.
BR,3047,남 지역 곳 전 보다 내리다,남부정류장 못가서 내려주세요.
BR,3048,북 부 곳 전 보다 내리다,북부정류장 못가서 내려주세요.
BR,3049,중앙 곳 전 보다 내리다,중앙정류장 못가서 내려주세요.
BR,3050,중 사이 곳 전 보다 내리다,중간정류장 못가서 내려주세요.
BR,3051,시내 버스 곳 전 보다 내리다,시내버스정류장 못가서 내려주세요.
BR,3052,T 승용차 곳 전 보다 내리다,택시정류장 못가서 내려주세요.
BR,3053,도시 가운데 곳 전 보다 내리다,시내정류장 못가서 내려주세요.
BR,3054,고속버스 곳 전 보다 내리다,고속버스정류장 못가서 내려주세요.
BR,3055,남 지역 곳 전 보다 차내리다,남부정류장 못가서 내려주세요.
BR,3056,북 부 곳 전 보다 차내리다,북부정류장 못가서 내려주세요.
BR,3057,중앙 곳 전 보다 차내리다,중앙정류장 못가서 내려주세요.
BR,3058,중 사이 곳 전 보다 차내리다,중간정류장 못가서 내려주세요.
BR,3059,시내 버스 곳 전 보다 차내리다,시내버스정류장 못가서 내려주세요.
BR,3060,T 승용차 곳 전 보다 차내리다,택시정류장 못가서 내려주세요.
BR,3061,도시 가운데 곳 전 보다 차내리다,시내정류장 못가서 내려주세요.
BR,3062,고속버스 곳 전 보다 차내리다,고속버스정류장 못가서 내려주세요.
BR,3063,남 지역 곳 전 보다 차내리다,남부정류장 못가서 내려주세요.
BR,3064,북 부 곳 전 보다 차내리다,북부정류장 못가서 내려주세요.
BR,3065,중앙 곳 전 보다 차내리다,중앙정류장 못가서 내려주세요.
BR,3066,중 사이 곳 전 보다 차내리다,중간정류장 못가서 내려주세요.
BR,3067,시내 버스 곳 전 보다 차내리다,시내버스정류장 못가서 내려주세요.
BR,3068,T 승용차 곳 전 보다 차내리다,택시정류장 못가서 내려주세요.
BR,3069,도시 가운데 곳 전 보다 차내리다,시내정류장 못가서 내려주세요.
BR,3070,고속버스 곳 전 보다 차내리다,고속버스정류장 못가서 내려주세요.
BR,3071,남 지역 전 곳 보다 내리다,남부정류장 못가서 내려주세요.
BR,3072,북 부 전 곳 보다 내리다,북부정류장 못가서 내려주세요.
BR,3073,중앙 전 곳 보다 내리다,중앙정류장 못가서 내려주세요.
BR,3074,중 사이 전 곳 보다 내리다,중간정류장 못가서 내려주세요.
BR,3075,시내 버스 전 곳 보다 내리다,시내버스정류장 못가서 내려주세요.
BR,3076,T 승용차 전 곳 보다 내리다,택시정류장 못가서 내려주세요.
BR,3077,도시 가운데 전 곳 보다 내리다,시내정류장 못가서 내려주세요.
BR,3078,고속버스 전 곳 보다 내리다,고속버스정류장 못가서 내려주세요.
BR,3079,남 지역 전 곳 보다 내리다,남부정류장 못가서 내려주세요.
BR,3080,북 부 전 곳 보다 내리다,북부정류장 못가서 내려주세요.
BR,3081,중앙 전 곳 보다 내리다,중앙정류장 못가서 내려주세요.
BR,3082,중 사이 전 곳 보다 내리다,중간정류장 못가서 내려주세요.
BR,3083,시내 버스 전 곳 보다 내리다,시내버스정류장 못가서 내려주세요.
BR,3084,T 승용차 전 곳 보다 내리다,택시정류장 못가서 내려주세요.
BR,3085,도시 가운데 전 곳 보다 내리다,시내정류장 못가서 내려주세요.
BR,3086,고속버스 전 곳 보다 내리다,고속버스정류장 못가서 내려주세요.
BR,3087,남 지역 전 곳 보다 차내리다,남부정류장 못가서 내려주세요.
BR,3088,북 부 전 곳 보다 차내리다,북부정류장 못가서 내려주세요.
BR,3089,중앙 전 곳 보다 차내리다,중앙정류장 못가서 내려주세요.
BR,3090,중 사이 전 곳 보다 차내리다,중간정류장 못가서 내려주세요.
BR,3091,시내 버스 전 곳 보다 차내리다,시내버스정류장 못가서 내려주세요.
BR,3092,T 승용차 전 곳 보다 차내리다,택시정류장 못가서 내려주세요.
BR,3093,도시 가운데 전 곳 보다 차내리다,시내정류장 못가서 내려주세요.
BR,3094,고속버스 전 곳 보다 차내리다,고속버스정류장 못가서 내려주세요.
BR,3095,남 지역 전 곳 보다 차내리다,남부정류장 못가서 내려주세요.
BR,3096,북 부 전 곳 보다 차내리다,북부정류장 못가서 내려주세요.
BR,3097,중앙 전 곳 보다 차내리다,중앙정류장 못가서 내려주세요.
BR,3098,중 사이 전 곳 보다 차내리다,중간정류장 못가서 내려주세요.
BR,3099,시내 버스 전 곳 보다 차내리다,시내버스정류장 못가서 내려주세요.
BR,3100,T 승용차 전 곳 보다 차내리다,택시정류장 못가서 내려주세요.
BR,3101,도시 가운데 전 곳 보다 차내리다,시내정류장 못가서 내려주세요.
BR,3102,고속버스 전 곳 보다 차내리다,고속버스정류장 못가서 내려주세요.
BR,3103,남 지역 곳 전 보다 도착 내리다,남부정류장 못가서 내려주세요.
BR,3104,북 부 곳 전 보다 도착 내리다,북부정류장 못가서 내려주세요.
BR,3105,중앙 곳 전 보다 도착 내리다,중앙정류장 못가서 내려주세요.
BR,3106,중 사이 곳 전 보다 도착 내리다,중간정류장 못가서 내려주세요.
BR,3107,시내 버스 곳 전 보다 도착 내리다,시내버스정류장 못가서 내려주세요.
BR,3108,T 승용차 곳 전 보다 도착 내리다,택시정류장 못가서 내려주세요.
BR,3109,도시 가운데 곳 전 보다 도착 내리다,시내정류장 못가서 내려주세요.
BR,3110,고속버스 곳 전 보다 도착 내리다,고속버스정류장 못가서 내려주세요.
BR,3111,남 지역 곳 전 보다 도착 내리다,남부정류장 못가서 내려주세요.
BR,3112,북 부 곳 전 보다 도착 내리다,북부정류장 못가서 내려주세요.
BR,3113,중앙 곳 전 보다 도착 내리다,중앙정류장 못가서 내려주세요.
BR,3114,중 사이 곳 전 보다 도착 내리다,중간정류장 못가서 내려주세요.
BR,3115,시내 버스 곳 전 보다 도착 내리다,시내버스정류장 못가서 내려주세요.
BR,3116,T 승용차 곳 전 보다 도착 내리다,택시정류장 못가서 내려주세요.
BR,3117,도시 가운데 곳 전 보다 도착 내리다,시내정류장 못가서 내려주세요.
BR,3118,고속버스 곳 전 보다 도착 내리다,고속버스정류장 못가서 내려주세요.
BR,3119,T 승용차 곳 다음 여기,택시정류장 지나서 내려드릴까요?
BR,3120,중 사이 곳 다음 여기,중간정류장 지나서 내려드릴까요?
BR,3121,북 부 곳 다음 여기,북부정류장 지나서 내려드릴까요?
BR,3122,중앙 곳 다음 여기,중앙정류장 지나서 내려드릴까요?
BR,3123,남 지역 곳 다음 여기,남부정류장 지나서 내려드릴까요?
BR,3124,시내 버스 곳 다음 여기,시내버스정류장 지나서 내려드릴까요?
BR,3125,도시 가운데 곳 다음 여기,시내정류장 지나서 내려드릴까요?
BR,3126,정차 곳 다음 여기,정차정류장 지나서 내려드릴까요?
BR,3127,T 승용차 곳 다음 내리다,택시정류장 지나서 내려드릴까요?
BR,3128,중 사이 곳 다음 내리다,중간정류장 지나서 내려드릴까요?
BR,3129,북 부 곳 다음 내리다,북부정류장 지나서 내려드릴까요?
BR,3130,중앙 곳 다음 내리다,중앙정류장 지나서 내려드릴까요?
BR,3131,남 지역 곳 다음 내리다,남부정류장 지나서 내려드릴까요?
BR,3132,시내 버스 곳 다음 내리다,시내버스정류장 지나서 내려드릴까요?
BR,3133,도시 가운데 곳 다음 내리다,시내정류장 지나서 내려드릴까요?
BR,3134,정차 곳 다음 내리다,정차정류장 지나서 내려드릴까요?
BR,3135,T 승용차 곳 다음 내리다,택시정류장 지나서 내려드릴까요?
BR,3136,중 사이 곳 다음 내리다,중간정류장 지나서 내려드릴까요?
BR,3137,북 부 곳 다음 내리다,북부정류장 지나서 내려드릴까요?
BR,3138,중앙 곳 다음 내리다,중앙정류장 지나서 내려드릴까요?
BR,3139,남 지역 곳 다음 내리다,남부정류장 지나서 내려드릴까요?
BR,3140,시내 버스 곳 다음 내리다,시내버스정류장 지나서 내려드릴까요?
BR,3141,도시 가운데 곳 다음 내리다,시내정류장 지나서 내려드릴까요?
BR,3142,정차 곳 다음 내리다,정차정류장 지나서 내려드릴까요?
BR,3143,T 승용차 곳 다음 차내리다,택시정류장 지나서 내려드릴까요?
BR,3144,중 사이 곳 다음 차내리다,중간정류장 지나서 내려드릴까요?
BR,3145,북 부 곳 다음 차내리다,북부정류장 지나서 내려드릴까요?
BR,3146,중앙 곳 다음 차내리다,중앙정류장 지나서 내려드릴까요?
BR,3147,남 지역 곳 다음 차내리다,남부정류장 지나서 내려드릴까요?
BR,3148,시내 버스 곳 다음 차내리다,시내버스정류장 지나서 내려드릴까요?
BR,3149,도시 가운데 곳 다음 차내리다,시내정류장 지나서 내려드릴까요?
BR,3150,정차 곳 다음 차내리다,정차정류장 지나서 내려드릴까요?
BR,3151,T 승용차 곳 다음 차내리다,택시정류장 지나서 내려드릴까요?
BR,3152,중 사이 곳 다음 차내리다,중간정류장 지나서 내려드릴까요?
BR,3153,북 부 곳 다음 차내리다,북부정류장 지나서 내려드릴까요?
BR,3154,중앙 곳 다음 차내리다,중앙정류장 지나서 내려드릴까요?
BR,3155,남 지역 곳 다음 차내리다,남부정류장 지나서 내려드릴까요?
BR,3156,시내 버스 곳 다음 차내리다,시내버스정류장 지나서 내려드릴까요?
BR,3157,도시 가운데 곳 다음 차내리다,시내정류장 지나서 내려드릴까요?
BR,3158,정차 곳 다음 차내리다,정차정류장 지나서 내려드릴까요?
BR,3159,T 승용차 곳 저기 다음 곳,택시정류장 지나서 내려드릴까요?
BR,3160,중 사이 곳 저기 다음 곳,중간정류장 지나서 내려드릴까요?
BR,3161,북 부 곳 저기 다음 곳,북부정류장 지나서 내려드릴까요?
BR,3162,중앙 곳 저기 다음 곳,중앙정류장 지나서 내려드릴까요?
BR,3163,남 지역 곳 저기 다음 곳,남부정류장 지나서 내려드릴까요?
BR,3164,시내 버스 곳 저기 다음 곳,시내버스정류장 지나서 내려드릴까요?
BR,3165,도시 가운데 곳 저기 다음 곳,시내정류장 지나서 내려드릴까요?
BR,3166,정차 곳 저기 다음 곳,정차정류장 지나서 내려드릴까요?
BR,3167,T 승용차 곳 저기 다음 도착 내리다,택시정류장 지나서 내려드릴까요?
BR,3168,중 사이 곳 저기 다음 도착 내리다,중간정류장 지나서 내려드릴까요?
BR,3169,북 부 곳 저기 다음 도착 내리다,북부정류장 지나서 내려드릴까요?
BR,3170,중앙 곳 저기 다음 도착 내리다,중앙정류장 지나서 내려드릴까요?
BR,3171,남 지역 곳 저기 다음 도착 내리다,남부정류장 지나서 내려드릴까요?
BR,3172,시내 버스 곳 저기 다음 도착 내리다,시내버스정류장 지나서 내려드릴까요?
BR,3173,도시 가운데 곳 저기 다음 도착 내리다,시내정류장 지나서 내려드릴까요?
BR,3174,정차 곳 저기 다음 도착 내리다,정차정류장 지나서 내려드릴까요?
BR,3175,T 승용차 곳 저기 다음 도착 내리다,택시정류장 지나서 내려드릴까요?
BR,3176,중 사이 곳 저기 다음 도착 내리다,중간정류장 지나서 내려드릴까요?
BR,3177,북 부 곳 저기 다음 도착 내리다,북부정류장 지나서 내려드릴까요?
BR,3178,중앙 곳 저기 다음 도착 내리다,중앙정류장 지나서 내려드릴까요?
BR,3179,남 지역 곳 저기 다음 도착 내리다,남부정류장 지나서 내려드릴까요?
BR,3180,시내 버스 곳 저기 다음 도착 내리다,시내버스정류장 지나서 내려드릴까요?
BR,3181,도시 가운데 곳 저기 다음 도착 내리다,시내정류장 지나서 내려드릴까요?
BR,3182,정차 곳 저기 다음 도착 내리다,정차정류장 지나서 내려드릴까요?
BR,3183,T 승용차 곳 저기 다음 도착 차내리다,택시정류장 지나서 내려드릴까요?
BR,3184,중 사이 곳 저기 다음 도착 차내리다,중간정류장 지나서 내려드릴까요?
BR,3185,북 부 곳 저기 다음 도착 차내리다,북부정류장 지나서 내려드릴까요?
BR,3186,중앙 곳 저기 다음 도착 차내리다,중앙정류장 지나서 내려드릴까요?
BR,3187,남 지역 곳 저기 다음 도착 차내리다,남부정류장 지나서 내려드릴까요?
BR,3188,시내 버스 곳 저기 다음 도착 차내리다,시내버스정류장 지나서 내려드릴까요?
BR,3189,도시 가운데 곳 저기 다음 도착 차내리다,시내정류장 지나서 내려드릴까요?
BR,3190,정차 곳 저기 다음 도착 차내리다,정차정류장 지나서 내려드릴까요?
BR,3191,T 승용차 곳 저기 다음 도착 차내리다,택시정류장 지나서 내려드릴까요?
BR,3192,중 사이 곳 저기 다음 도착 차내리다,중간정류장 지나서 내려드릴까요?
BR,3193,북 부 곳 저기 다음 도착 차내리다,북부정류장 지나서 내려드릴까요?
BR,3194,중앙 곳 저기 다음 도착 차내리다,중앙정류장 지나서 내려드릴까요?
BR,3195,남 지역 곳 저기 다음 도착 차내리다,남부정류장 지나서 내려드릴까요?
BR,3196,시내 버스 곳 저기 다음 도착 차내리다,시내버스정류장 지나서 내려드릴까요?
BR,3197,도시 가운데 곳 저기 다음 도착 차내리다,시내정류장 지나서 내려드릴까요?
BR,3198,정차 곳 저기 다음 도착 차내리다,정차정류장 지나서 내려드릴까요?
BR,3199,남 지역 곳 다음 여기,남부정류장 지나서 내려주세요.
BR,3200,북 부 곳 다음 여기,북부정류장 지나서 내려주세요.
BR,3201,중 사이 곳 다음 여기,중간정류장 지나서 내려주세요.
BR,3202,중앙 곳 다음 여기,중앙정류장 지나서 내려주세요.
BR,3203,시내 버스 곳 다음 여기,시내버스정류장 지나서 내려주세요.
BR,3204,T 승용차 곳 다음 여기,택시정류장 지나서 내려주세요.
BR,3205,도시 가운데 곳 다음 여기,시내정류장 지나서 내려주세요.
BR,3206,정차 곳 다음 여기,정차정류장 지나서 내려주세요.
BR,3207,시 지다 곳 다음 여기,시청정류장 지나서 내려주세요.
BR,3208,남 지역 곳 다음 내리다,남부정류장 지나서 내려주세요.
BR,3209,북 부 곳 다음 내리다,북부정류장 지나서 내려주세요.
BR,3210,중 사이 곳 다음 내리다,중간정류장 지나서 내려주세요.
BR,3211,중앙 곳 다음 내리다,중앙정류장 지나서 내려주세요.
BR,3212,시내 버스 곳 다음 내리다,시내버스정류장 지나서 내려주세요.
BR,3213,T 승용차 곳 다음 내리다,택시정류장 지나서 내려주세요.
BR,3214,도시 가운데 곳 다음 내리다,시내정류장 지나서 내려주세요.
BR,3215,정차 곳 다음 내리다,정차정류장 지나서 내려주세요.
BR,3216,시 지다 곳 다음 내리다,시청정류장 지나서 내려주세요.
BR,3217,남 지역 곳 다음 내리다,남부정류장 지나서 내려주세요.
BR,3218,북 부 곳 다음 내리다,북부정류장 지나서 내려주세요.
BR,3219,중 사이 곳 다음 내리다,중간정류장 지나서 내려주세요.
BR,3220,중앙 곳 다음 내리다,중앙정류장 지나서 내려주세요.
BR,3221,시내 버스 곳 다음 내리다,시내버스정류장 지나서 내려주세요.
BR,3222,T 승용차 곳 다음 내리다,택시정류장 지나서 내려주세요.
BR,3223,도시 가운데 곳 다음 내리다,시내정류장 지나서 내려주세요.
BR,3224,정차 곳 다음 내리다,정차정류장 지나서 내려주세요.
BR,3225,시 지다 곳 다음 내리다,시청정류장 지나서 내려주세요.
BR,3226,남 지역 곳 다음 차내리다,남부정류장 지나서 내려주세요.
BR,3227,북 부 곳 다음 차내리다,북부정류장 지나서 내려주세요.
BR,3228,중 사이 곳 다음 차내리다,중간정류장 지나서 내려주세요.
BR,3229,중앙 곳 다음 차내리다,중앙정류장 지나서 내려주세요.
BR,3230,시내 버스 곳 다음 차내리다,시내버스정류장 지나서 내려주세요.
BR,3231,T 승용차 곳 다음 차내리다,택시정류장 지나서 내려주세요.
BR,3232,도시 가운데 곳 다음 차내리다,시내정류장 지나서 내려주세요.
BR,3233,정차 곳 다음 차내리다,정차정류장 지나서 내려주세요.
BR,3234,시 지다 곳 다음 차내리다,시청정류장 지나서 내려주세요.
BR,3235,남 지역 곳 다음 차내리다,남부정류장 지나서 내려주세요.
BR,3236,북 부 곳 다음 차내리다,북부정류장 지나서 내려주세요.
BR,3237,중 사이 곳 다음 차내리다,중간정류장 지나서 내려주세요.
BR,3238,중앙 곳 다음 차내리다,중앙정류장 지나서 내려주세요.
BR,3239,시내 버스 곳 다음 차내리다,시내버스정류장 지나서 내려주세요.
BR,3240,T 승용차 곳 다음 차내리다,택시정류장 지나서 내려주세요.
BR,3241,도시 가운데 곳 다음 차내리다,시내정류장 지나서 내려주세요.
BR,3242,정차 곳 다음 차내리다,정차정류장 지나서 내려주세요.
BR,3243,시 지다 곳 다음 차내리다,시청정류장 지나서 내려주세요.
BR,3244,남 지역 곳 저기 다음 곳,남부정류장 지나서 내려주세요.
BR,3245,북 부 곳 저기 다음 곳,북부정류장 지나서 내려주세요.
BR,3246,중 사이 곳 저기 다음 곳,중간정류장 지나서 내려주세요.
BR,3247,중앙 곳 저기 다음 곳,중앙정류장 지나서 내려주세요.
BR,3248,시내 버스 곳 저기 다음 곳,시내버스정류장 지나서 내려주세요.
BR,3249,T 승용차 곳 저기 다음 곳,택시정류장 지나서 내려주세요.
BR,3250,도시 가운데 곳 저기 다음 곳,시내정류장 지나서 내려주세요.
BR,3251,정차 곳 저기 다음 곳,정차정류장 지나서 내려주세요.
BR,3252,시 지다 곳 저기 다음 곳,시청정류장 지나서 내려주세요.
BR,3253,남 지역 곳 저기 다음 도착 내리다,남부정류장 지나서 내려주세요.
BR,3254,북 부 곳 저기 다음 도착 내리다,북부정류장 지나서 내려주세요.
